id,url,title,section,type,date,chunk_id,text,sha256
b614b2d091-0004,https://datascience.uchicago.edu/news/dsi-celebrates-culmination-of-2024-summer-programs/,DSI Celebrates Culmination of 2024 Summer Programs,news,generic,,4,"Using data from these forms, BankTrack aims to illuminate pertinent information regarding the monetary expenditures of financial institutions and the corresponding ramifications in order to inform the public. Jonathan Garcia (California State University, Fresno), Diego Sarria (North Carolina State University), Zaina Khalil (University of Illinois Chicago), and Jack Sanderson (UChicago) worked together to distill complex text in approximately 100 8-K forms into informative summaries. The team constructed the training label summaries through heuristically-generated summaries and the labels and text were then used to train Long Encoder Decoder (LED) and LLaMa large language models (LLMs). After training, refining, and adjusting parameters for these models, the group found that both models were able to create summaries that were much more brief than the original text while retaining approximately 90% of the necessary information. The students overcame different hurdles in order to utilize models that efficiently summarize dense financial documents. While discussing challenging aspects of the research project, rising sophomore Zaina Khalil said “I never worked with natural language processing before so it was definitely a learning curve developing models and getting acclimated to Github, but the project allowed me to gain a new skill set and learn how to work with a team to make progress.” Yassir Atlas (University of Illinois at Chicago) was mentored by Dr. Yue Lin at the UChicago Center for Spatial Data Science.",d10c9d32dcbcdc271d1fd515ba9c3974e3d9c152fd8482f2c6342373e72c8639
b614b2d091-0005,https://datascience.uchicago.edu/news/dsi-celebrates-culmination-of-2024-summer-programs/,DSI Celebrates Culmination of 2024 Summer Programs,news,generic,,5,"For his Summer Lab project, he studied regionalization algorithms, which are used to group areas into continuous regions for school districting, political districting, habitat delineation, etc. Regionalization algorithms inform major societal decisions, so it is important to ensure they are socially fair. Yassir’s Summer Lab research showed that commonly used regionalization algorithms can favor certain racial subgroups. He also proposed a solution to this problem that minimizes the maximum subgroup cost. Learn more about Yassir’s project in the below video presentation. For her Summer Lab project, Elva Lu (University of California, Berkeley) worked with Dr. Kyle Chard and his PhD student Matt Baughman. Camera traps are used to monitor wildlife and have important conservation uses, but the images they capture are often low-quality and difficult for computer image models to analyze. Elva developed an efficient approach to improving the detection and classification of animals in these low-quality camera trap images. She utilized a combination of existing computer vision models and pre-processing techniques to enhance image quality, achieving a significant increase in detection accuracy. By integrating the CLIP vision-language model for zero-shot classification, Elva and her mentors were able to further refine accuracy without the need for extensive manual labeling. The results, developed and tested with data from Wellington, New Zealand, show promise for aiding conservation efforts by making the analysis of camera trap images more efficient and reliable.",77c053eeea3cb09c13026fffe198118614e74ad583a1b4e0f18e70b25375123b
b614b2d091-0006,https://datascience.uchicago.edu/news/dsi-celebrates-culmination-of-2024-summer-programs/,DSI Celebrates Culmination of 2024 Summer Programs,news,generic,,6,"Elva said, “DSI Summer Lab gave me the opportunity to learn more about object detection models, develop solutions to address challenges of working with low-quality images, and explore my interest in vision-language models. I also enjoyed presenting my findings to different audiences and collaborating with my mentors.” Learn more about Elva’s project in the below video presentation. Blog Jan 02, 2024 Capacity Accelerator Network Playbook DSI News Sep 14, 2023 DSI Summer Lab Students Present Wide-Ranging Research DSI News Sep 08, 2023 CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research DSI News Jan 28, 2025 Summer Lab Research Program Expanded with NSF-Funded AI+Science REU Program DSI News Apr 24, 2025 DSI and The Patrick J. McGovern Foundation Invite the Next Generation to Imagine Data and AI for Good DSI News Jun 10, 2025 New Data Tool Tracks Pesticides’ Impact on Public Health and the Environment DSI News Aug 28, 2025 2025 Summer Research Symposium Caps Off A Successful Year of DSI Summer Programs in Chicago Past Event Aug 08, 2025 DSI Summer Programs 2025: Research Symposium",973450595094375e79f1e7183e9ca5c591e20dde748f598cad07c29a96a07c9a
0f9f2ec4ba-0000,https://datascience.uchicago.edu/news/dsi-summer-lab-students-present-wide-ranging-research/,DSI Summer Lab Students Present Wide-Ranging Research,news,generic,,0,"Attendees at August’s DSI Summer Lab Symposium might be surprised to learn that many of the poised young scientists presenting their research were brand-new to their areas of study. They began working on their summer projects just ten weeks before. Students presented work on a variety of topics, from agricultural consolidation to robotics in 3D printing, breast cancer imaging, simulated chemical reactions, and more. The diversity of the topics studied during Summer Lab showcased the students’ hard work and adaptability, the impressive breadth of data science research at UChicago, and the importance of education in data science for students with wide-ranging interests. Over the course of the summer, the nine high schoolers and thirteen undergraduates that made up the 2023 cohort conducted research alongside members of the UChicago faculty. Students hailed from schools from across the country. They were assigned to their mentors based on shared subject interests and technical competency, but many students had little research experience, especially in their specific research area. Over a short period of time, they gained expertise in their research topics. At the August symposium, they presented recorded talks and posters, but the work didn’t end there. Ongoing research products include interactive dashboards, paper co-authorships, upcoming conference presentations, and even potential policy change through collaborations with nonprofits.",2da0b25d83c8e1ff07aea403c8bbece40fa84569e575a59ec6e4caf37246829e
0f9f2ec4ba-0001,https://datascience.uchicago.edu/news/dsi-summer-lab-students-present-wide-ranging-research/,DSI Summer Lab Students Present Wide-Ranging Research,news,generic,,1,"Approximately half of this year’s Summer Lab participants had never done research before, and many shared that this experience increased their interest in research and helped them to refine their future career goals. Students also learned new technical skills during the course of their projects, including the programming language Python and packages like NumPy, Matplotlib, pandas, and more. Although the students worked hard on their individual research projects, they also found time to connect as a cohort through bowling, a White Sox game, volunteering with the Chicago Park District, a picnic, an ice cream social, and, of course, troubleshooting code. Said Summer Lab program director and Research Associate Professor Dr. Kyle Chard, “Data science research is not a solitary endeavor, and it’s important for these students to learn how to connect, work together, and learn from one another.” A few Summer Lab projects are featured below. Shohini Sarkar, a high schooler from Fremont, California, worked with Dr. Brian Nord of the Fermi National Accelerator Laboratory. Her project leveraged reinforcement learning to help efficiently position high-powered telescopes. She shared, “I was definitely interested in reinforcement learning so getting to work on that was a big plus! However, the astrophysics stuff was entirely new to me, and it has opened my eyes to all the ways that AI can be used in the field of astrophysics.” Sarkar’s work contributed to a workshop paper and will be included in future paper submissions.",ae09f1534d7f22a15934feb707444cfc8db984fd8d1cac73049296b99738133d
0f9f2ec4ba-0002,https://datascience.uchicago.edu/news/dsi-summer-lab-students-present-wide-ranging-research/,DSI Summer Lab Students Present Wide-Ranging Research,news,generic,,2,"In addition, there are plans to implement her algorithms at telescope observatories and distribute software based on her code. Undergraduate students Steven Chacón (University of Illinois at Chicago), Alena Zeng (UChicago), and Abigail Starr (UChicago) spent their summer working on a project in collaboration with the nonprofit Rural Advancement Foundation International (RAFI). They were mentored by DSI researchers and software engineers Todd Nief, Launa Greer, and Trevor Spreadbury. They studied market capture and concentration within the poultry industry, a phenomenon that has been shown to hurt small farmers by allowing major corporations to hold disproportionate market power. By compiling data from satellite imagery, environmental studies, business records, and more, these Summer Lab students created an interactive dashboard that presents the extent of market concentration. Then, their partners at RAFI used the dashboard in advocacy meetings with congressional offices. Said Zeng, “Since I’m studying economics and data science, I liked that our project had an emphasis on understanding the agricultural industry and different market situations, which tied my classes to the real world. The project also showed me that I enjoy working on social impact-related projects, because our work felt really meaningful and produced tangible results used for policy.” Nief, one of the team’s mentors, added, “I was impressed with the students’ work ethic, their engagement with the details of the problem of corporate consolidation in meat-packing, and their willingness to be adaptable to th",5010f5e62ba38ca92462a917d028b22d615525f22b5fb2f36dc3d06774341bae
0f9f2ec4ba-0003,https://datascience.uchicago.edu/news/dsi-summer-lab-students-present-wide-ranging-research/,DSI Summer Lab Students Present Wide-Ranging Research,news,generic,,3,"e changing demands of deploying a real world application on a short deadline.” In his presentation, Alex Tuecke, a high schooler at Beacon Academy in Evanston, shared that traditional simulations of molecular dynamics are computationally expensive, often taking more than an hour to run. Alongside his mentor, Dr. Chard, Alex developed a machine learning model that can effectively simulate dehydration reactions in about two minutes. “I had no experience in either quantum chemistry or machine learning prior to my research,” said Alex. “Now, I am more interested in exploring the quantum field in college. This was my first research project, so I was not sure how it would go. I loved it, and it really solidified my plans to do CS in the future. I want to do something like this next summer.” These projects and many more can be viewed on the Summer Lab website . DSI News Sep 08, 2023 CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research DSI News Jul 18, 2022 Students Ranya Sharma and Jaleel Drones-Akins Return to DSI For 2022 Summer Lab DSI News Aug 30, 2021 New College Data Science Major: From Foundations to Insight to Impact DSI News Aug 29, 2024 DSI Celebrates Culmination of 2024 Summer Programs DSI News Jan 28, 2025 Summer Lab Research Program Expanded with NSF-Funded AI+Science REU Program Past Event Dec 13, 2023 Summer Lab Info Session",b32b69631b41bced911a93958a5e80c66623a8327bbe3f396394e433691dbb12
7da83fe2c6-0000,https://datascience.uchicago.edu/news/can-social-impact-summer-experience-symposium-showcases-impactful-student-research/,CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research,news,generic,,0,"On a Friday in late June, 24 students gathered to unveil the results from their summer research as part of the Capacity Accelerator Network ’s Social Impact Summer Experience. After a two-week intensive training on data science techniques and research methodology, the undergraduate and master’s students were unleashed to work with partner social impact organizations, using their newly acquired data science skills to benefit nonprofits and influence policy. The Summer Experience students worked with partner social impact organizations such as RAFI-USA and the Chicago Public Library , researching in small groups and using their data science skills to benefit others and influence policy. Professors and preceptors from the University of Chicago assisted the students in their research, as did professors from the diverse group of Capacity Accelerator Network partner institutions: North Carolina State University, Morehouse College, Howard University, City Colleges of Chicago, Fresno State, the University of Texas at San Antonio, and the University of Illinois Chicago. Each project highlighted the need for data science training as an accessible resource for communities facing complicated problems. The students were pleased with their results, as were their preceptors and facilitators. “During the summer, students applied a variety of data science techniques to address important issues in their communities.",ef16d6824d18896ab178fd1815cc2a81438c5ec1878e1ec56d00223a6653814e
7da83fe2c6-0001,https://datascience.uchicago.edu/news/can-social-impact-summer-experience-symposium-showcases-impactful-student-research/,CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research,news,generic,,1,"Many were also exposed to potential academic paths and careers that they were unaware of prior to participating in the CAN Social Impact Summer Experience,” said Mario Bañuelos, Associate Professor of Mathematics and CAN DSSI Summer Experience Visiting Faculty Co-Director. The student’s projects and their impacts are summarized below. Students Isaiah Gonzalez, Shana McDowell, Folasade Fanegan, and Grace Simunek studied the use of pesticides alongside Californians for Pesticide Reform . Using tools from spatial data science and modeling, they investigated years of pesticide and census data, finding that areas with a larger Latino population tended to have more pesticide use, which can lead to higher rates of cancer and acute illness. Simunek shared that she was surprised and disturbed when she learned that pesticides cause cancer and can drift from the areas where they’re applied. She added that, while the government of California regulates pesticide application, pesticide drift is not regulated. Gonzalez added that, as a student from Fresno, this research hits close to home. He described the odor emitted from the fields across the street from his home when they’re sprayed with pesticides. For Gonzalez, this research highlighted the severity of the pesticide problem in California. In partnership with the Illinois Commission on Equity and Inclusion , Eke Agbai, Kennedy Coleman, Joseph Jaiyeola, and Santiago Segura assessed equity around state use of vendors from diverse communities.",bd09b76f069f50330b2732d322c046ae342f55362313b29aab0e4c6ea2e25413
7da83fe2c6-0002,https://datascience.uchicago.edu/news/can-social-impact-summer-experience-symposium-showcases-impactful-student-research/,CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research,news,generic,,2,"The Illinois Business Enterprise Program (BEP) encourages state contracts with minorities, women, and people with disabilities. The group mapped the locations of businesses that worked with the state of Illinois; investigated how the number of bids, number of contracts, and contract values varied by area; and looked at how those variables correlated with demographic data. They found that areas where more residents have bachelor’s degrees tend to have more bids and that vendors are clustered around densely populated areas. The tools they built, including models and an interactive map, can be updated as new data are collected. In the future, their research might help the state use their contract funding more strategically. Rajiv Shah, Danielle Hahn, Tasnim Alqudah, and Abby Reynolds worked with the Chicago Public Library (CPL) for their project. They researched how library use varies spatially and temporally, and investigated the relationship between library use and demographic data. The group found that neighborhoods with higher income and employment rates tend to have higher circulation and lower computer use, while neighborhoods with lower income and employment have higher computer use but less circulation. They also found that there are no large differences in average walking time to a library between racial groups. Young people and high school graduates tend to be located in areas closer to libraries, so the researchers suggested that CPL should consider areas with older residents and lower high school graduation rates when deciding where to build new libraries.",965cd5d93a278806a6aecdb10041ff08ef0a5609419685737918a8eca864766c
7da83fe2c6-0003,https://datascience.uchicago.edu/news/can-social-impact-summer-experience-symposium-showcases-impactful-student-research/,CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research,news,generic,,3,"In the future, the students recommended further research on community perceptions of the value of the library to better target resources where they are desired. Ronald Carter Jr., Lizet Casas, Kristen Haddadin, and Moturi Ondeyo used Internet Equity Initiative (IEI) data to study disruptions in Internet service. After a recent major federal investment in broadband access, data that can show us where to prioritize funding is more important than ever. The IEI, one of the Data Science Institute’s research initiatives, placed devices in homes around Chicago and beyond to monitor internet speed and disruption. The Summer Experience Researchers used these data to build an interactive dashboard through which users can investigate differences in Internet disruption across space and time. Using their dashboard, the team found that the South Side of Chicago had the most Internet disruptions in 2022, and Chicago had more anomalies than other cities. Now that the team has learned more about where and when Internet disruptions occur, they suggested further research into the root causes of these anomalies. Alongside Preventing Blindness , a national nonprofit based in Chicago, students Adrian Gutierrez, Alex Herrejon, Myles Ndiritu, and Vira Kasprova studied where eye care providers are located and how access varies by region. They contextualized their research by sharing that more than 7 million Americans have permanent vision problems, and more than half of these cases were preventable. Using data from the U.S.",e8f374f8156188969cca3ea414665246ad38525e6fdda0b0ed64b2e5a1e2faff
7da83fe2c6-0004,https://datascience.uchicago.edu/news/can-social-impact-summer-experience-symposium-showcases-impactful-student-research/,CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research,news,generic,,4,"census, National Eyecare Provider, and Medicare, the group produced maps and regressions. They concluded that vulnerable populations live fairly close to eye care facilities and most people live in a census tract with some access to vision providers. There doesn’t seem to be a geographic access issue, so they suggested that future research could look at other potential barriers preventing access to eye care. Kenthia Roberts, David Sampedro, Sebastian Plaza, and Amir Harris worked with RAFI-USA to study the potential impacts of the Kroger/Albertsons grocery store merger. In 2021, nearly 70% of the grocery market was controlled by four brands. Albertsons and Kroger are two of those companies, and their proposed merger would further consolidate and concentrate the market. Focusing on data from 2022, the research team quantified how the merger would increase the newly consolidated company’s market share, decrease consumer choice, and cause the loss of approximately 50,000 jobs. Their study suggests that the merger would help Kroger/Albertsons compete with Costco and Walmart, a potential upside, but would be a bad deal for consumers and farmers. It would especially affect those in rural and micropolitan regions, who are more susceptible to unfair pricing. The researchers concluded that responsible oversight is essential. The relationships that the Data Science Institute has developed with partner institutions and social impact organizations paid off for the CAN Social Impact Summer Experience cohort.",5976062ed42f18192e3a1dffba32533c167e79f239d6fd7fd48a4132f9843b78
7da83fe2c6-0005,https://datascience.uchicago.edu/news/can-social-impact-summer-experience-symposium-showcases-impactful-student-research/,CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research,news,generic,,5,"The students developed important new skills in computing, collaboration, and interdisciplinary research. In just a short amount of time, these scientists produced high-impact research and learned about the myriad ways in which data science can be applied to enact social change. Executive Director of the Data Science Institute David Uminsky was pleased with the student’s hard work, stating “It was extraordinary to see the students make such rapid progress on these hard but impactful research problems. I’m grateful for all the partnership organizations that provided such high quality data science projects as well as the faculty from across the CAN network and project mentors who provided great guidance all summer.” Blog Jan 02, 2024 Capacity Accelerator Network Playbook DSI News Mar 21, 2022 DSI Part of $4.6M Mastercard Grant to data.org Capacity Accelerator Network DSI News Jan 09, 2023 New DSI Open Spatial Lab Brings Expertise to Social Impact Organizations DSI News Jul 12, 2021 Largest-Ever CDAC Summer Lab Adds 55 Students, New Social Impact Track DSI News Sep 14, 2023 DSI Summer Lab Students Present Wide-Ranging Research In The Media Jun 05, 2024 UIC CS graduate, headed into career and graduate school, reflects on experience at DSI DSI News Aug 29, 2024 DSI Celebrates Culmination of 2024 Summer Programs Past Event Dec 14, 2023 Capacity Accelerator Network: ‘Key Perspectives on Building Data for Social Impact Capacity in Higher Ed’",a394637c51aaa48db1b8b312e3852153af3739b671a35dd328eecb1186d75427
2b91dcd92b-0000,https://datascience.uchicago.edu/news/dsi-summer-lab-returns-in-person-with-49-students-from-across-the-us/,DSI Summer Lab Returns In-Person With 49 Students From Across the U.S.,news,generic,,0,"After two years of remote participation, the 2022 DSI Summer Lab will bring 49 high school, undergraduate, and master’s students to Chicago for a ten-week immersion into data science research. The first in-person Summer Lab since 2019 features an expanded Social Impact Track, partnerships with the data.org Capacity Accelerator Network and organizations from the 11th Hour Project , and over two dozen research mentors from the University of Chicago and its affiliated national laboratories. The eleventh edition of the Summer Lab program is the first under the umbrella of the Data Science Institute, after its previous homes in the Computation Institute and the Center for Data and Computing. Its format pairs students with a faculty mentor or non-profit organization to work on a research project applying data science across a variety of domains, including computer science, political science, climate and energy policy, public policy, materials science, computational psychology, biomedical research, and more. “These students receive both an introduction to data science and its methods but also real research experience on ongoing projects,” said David Uminsky , DSI executive director. “Many Summer Lab alumni have co-authored papers for major conferences, won awards, and some have subsequently enrolled at the University of Chicago for both undergraduate and graduate programs.",c8566fec3fd28d122f3f255559233f24b39bfacc60d25b9ff5cf28dec8ec356f
2b91dcd92b-0001,https://datascience.uchicago.edu/news/dsi-summer-lab-returns-in-person-with-49-students-from-across-the-us/,DSI Summer Lab Returns In-Person With 49 Students From Across the U.S.,news,generic,,1,"I look forward to seeing the energy that this next generation of data scientists brings to the UChicago campus this summer.” Since its origin, the Summer Lab program has acted on its commitment to broadening participation in data science by recruiting and welcoming students from all backgrounds. The 2022 cohort includes over half women and non-binary students, as well as a racial and ethnically diverse pool of students from around the United States. “We strive to provide as many opportunities for as many excellent students as we can,” said Katherine Rosengarten, DSI Program Manager and co-leader of the Summer Lab with Uminsky and Kyle Chard , Research Associate Professor in the UChicago Department of Computer Science. “The potential impact this program can have on each student’s future is exponential and very individualized to each student’s goals. Through this program, we hope that students learn more about all the various career paths they can have, build tools to help them achieve their goals, and find a community of fellow students, researchers, and faculty who will help them on that journey.” For the first time this year, Summer Lab will also partner with the data science education network, a coalition led by the DSI and funded by data.org that brings together minority-serving institutions to build a modular, experiential data science curriculum geared toward financial inclusion. Seven students from those partner institutions will come to UChicago for this year’s program.",f5227718cb7864d5804899fb0fc82e1509f1ae7e3e4b8e1ebd21b086bf0f62e9
2b91dcd92b-0002,https://datascience.uchicago.edu/news/dsi-summer-lab-returns-in-person-with-49-students-from-across-the-us/,DSI Summer Lab Returns In-Person With 49 Students From Across the U.S.,news,generic,,2,"“The network puts us in direct partnership with schools that have budding or existing data science programs, and allows us to create a direct pipeline for their students to the Summer Lab program, thereby expanding opportunities and potential impact,” Rosengarten said. The program will also welcome 12 students from nine Chicago-area and California high schools, 23 undergraduates from nine universities, and 14 UChicago master’s students from the Computer Science, Computational Analysis and Public Policy, and Computational Social Science programs. They will work with 29 mentors from 13 different units, including Argonne National Laboratory, Fermilab, the Harris School of Public Policy, the Center for Spatial Data Science, and UChicago Departments of Computer Science, Psychology, Political Science, and Astronomy and Astrophysics. Students will work on scientific subjects ranging from cosmic surveys and neutrino detection to linguistics and medical imaging to machine learning and robotics. A number of projects will also come from DSI research initiatives on Internet Equity and Data & Democracy , and the DSI partnership with the 11th Hour Project, an arm of The Schmidt Family Foundation that serves nonprofits in energy, food and agriculture, human rights, and marine technology. The Summer Lab Social Impact Track, which debuted last year, will feature projects with 11th Hour organizations Inclusive Development International, mBio, Remora Fishing Traceability , the Schmidt Ocean Institute , and WoMin African Alliance , as well as local non-profit BPI Chicago .",97e55cef42fdcf090190a4da9f216c1febd8a81dcfb09abec0ea8e9a5216206a
2b91dcd92b-0003,https://datascience.uchicago.edu/news/dsi-summer-lab-returns-in-person-with-49-students-from-across-the-us/,DSI Summer Lab Returns In-Person With 49 Students From Across the U.S.,news,generic,,3,"“Our social impact partners are very excited to work with students full time, to be a part of a longer summer program where they have more time to engage with the students,” said Daniel Grzenda, staff data scientist at DSI and leader of the Social Impact Track. “The projects we work on are more research-focused, and they’re larger impact projects rather than just one-off pieces of software.” Summer Lab will make its home in the John Crerar Library Building, sharing space with the Computer Science Instructional Laboratory (CSIL), the UChicago Library’s GIS Hub , and the Media Arts, Data, and Design Center . Social events will include game nights with the Weston Game Lab , field trips to Argonne National Laboratory and the Museum of Science and Industry, and other exciting Chicago activities. With the return to an in-person program, the organizers anticipate that the students will form even stronger relationships that last far beyond the summer. “I always say to the students that they learn more from each other than they do from us,” Chard said. “I think having those random ad hoc meetings in a room where they can learn from each other and get a much broader range in terms of experience with different projects will make the cohort-building side of the summer so much stronger than in the virtual environment of the last two years.” DSI News Jul 12, 2021 Largest-Ever CDAC Summer Lab Adds 55 Students, New Social Impact Track DSI News Jun 19, 2020 2020 CDAC Summer Lab Kicks Off with 37 Student Researchers DSI News Sep 29, 2020 CDAC Summer Lab Videos Display Student Research and C",2cce1cfe01a290ba5cfb61b58b365d0e4a8689d8bb6e3ff58dd0b6b80e9db8ca
2b91dcd92b-0004,https://datascience.uchicago.edu/news/dsi-summer-lab-returns-in-person-with-49-students-from-across-the-us/,DSI Summer Lab Returns In-Person With 49 Students From Across the U.S.,news,generic,,4,"reativity Applied Data Science Feb 13, 2024 MS in Applied Data Science shares career advice with Stagg High School students Past Event Jul 26, 2022 Summer Lab Presents: Data & Democracy, From the Experts Past Event Dec 13, 2023 Summer Lab Info Session",11d0037ba75471c6a248c5dad3746a3a5143262fc9ad9cfff1ee4ab6bbeebdfe
68190f9f65-0000,https://datascience.uchicago.edu/news/dsi-part-of-46m-grant-to-dataorg-capacity-accelerator-network/,DSI Part of $4.6M Mastercard Grant to data.org Capacity Accelerator Network,news,generic,,0,"Today, data.org announces $4.6M in funding delivered by the Mastercard Impact Fund for data.org’s Capacity Accelerator Network (CAN) , signifying a strong commitment toward building greater data capacity for the social sector. This announcement bolsters CAN’s key ambition to train 1 million purpose-driven data professionals in the next decade and to further diversity and inclusion of underrepresented communities, especially women and ethnic minorities, in the data science field. “As we rebuild a more inclusive and sustainable economy, we have an opportunity to harness data and technology to help individuals and small businesses achieve a sense of economic security that fosters a better quality of life,” said Shamina Singh , president, Mastercard Center for Inclusive Growth. “Data-driven insights play an integral role in delivering transformational change as we work towards addressing our most pressing societal challenges. data.org’s Capacity Accelerator Network harnesses this vision and puts these words to practice and we are proud to support this initiative.” This grant includes a funding award to The University of Chicago (UChicago) Data Science Institute (DSI) to support the creation of a consortium of diverse higher education partners, including historically Black colleges and universities (HBCUs), minority serving institutions (MSIs), and Hispanic-serving institutions (HSIs), to amplify social impact through data science.",e2b4daf74f2b018c51778198f2513d3aee9e84ea89daa9fc3d78cdab41d7713a
68190f9f65-0001,https://datascience.uchicago.edu/news/dsi-part-of-46m-grant-to-dataorg-capacity-accelerator-network/,DSI Part of $4.6M Mastercard Grant to data.org Capacity Accelerator Network,news,generic,,1,"The consortium, part of CAN’s Financial Inclusion Accelerator, will be a collaborative effort to broaden participation in the talent pipeline, serve communities of highest need, and maximize opportunities for scalability and transferability of this new model. In leading this new consortium, UChicago DSI brings expertise and experience to building experiential learning programs aligned with inclusive best practices. DSI programs, such as the Civic Data & Technology Clinic , the 11th Hour Project Hub , and the DSI Summer Lab , emphasize collaborative data science projects with positive social impact and provide real-world research experiences for students of all backgrounds. The grant also fuels the creation of scalable curricula and a Data Science Experiential Learning Deployment Playbook, providing information on how to identify and scope projects, and how to build trust with Social Impact Organizations (SIOs) through data science. “The field of data science cannot meaningfully advance and realize its potential unless we include students, academic institutions, organizations, and communities that reflect the world we hope to improve,” said David Uminsky , executive director of the UChicago Data Science Institute. “We are excited that this funding and the consortium it creates will enable and expand our partnerships, deepen our impact on education and collaborative research, and help produce a representative next generation of data scientists.” “Working with a team so committed to centering inclusivity and equity in the field-building process is what makes this partnership",04d53a80d1c869bf24b26a8c228129c815bd0b7441d6c4d1c23dba8be069abf0
68190f9f65-0002,https://datascience.uchicago.edu/news/dsi-part-of-46m-grant-to-dataorg-capacity-accelerator-network/,DSI Part of $4.6M Mastercard Grant to data.org Capacity Accelerator Network,news,generic,,2,"with UChicago’s DSI an ideal match,” said Dr. Ronda Železný-Green , program director, Capacity Accelerator Network at data.org. “Working with DSI, and its planned network of HBCUs, MSIs, and HSIs, we are setting ourselves up to create what will be an innovative and comprehensive approach to building the field of DSSI.” With this commitment, data.org will strengthen the field of data science for social impact, to ensure that non-profit and civic organizations are well positioned to take advantage of the data revolution. CAN’s primary learning and engagement tools will include data.org’s Resource Library, featuring over one hundred curated resources and seven data.org guides. The support also extends to a newly launched Data Maturity Assessment, providing a snapshot of an organization’s data maturity, and relevant resources to move forward on their data journey. This grant is an output of the broader Data Science for Social Impact initiative and initial $50 million commitment from The Rockefeller Foundation and the Mastercard Impact Fund. The focus of this effort is to drive an innovative model for collaborative philanthropy centered on accelerating the use of data science by empowering non-profit, civic and government organizations with the tools, expertise, and resources to help solve the world’s most pressing challenges. [Header Image: Pratima Baral, researcher at the International Maize and Wheat Improvement Center (CIMMYT).",d17999d0ef20625cef34f298e66f7de75485177db51f0fdb6f784633fb070b8e
68190f9f65-0003,https://datascience.uchicago.edu/news/dsi-part-of-46m-grant-to-dataorg-capacity-accelerator-network/,DSI Part of $4.6M Mastercard Grant to data.org Capacity Accelerator Network,news,generic,,3,"Pratima specializes in information and communication technology (ICT) and has been working with smallholder farmers in Nepal to improve their productivity and livelihoods. Here she leads a workshop with female farmers in Surkhet, Nepal. Photo by C. de Bode/CGIAR] DSI News Sep 08, 2023 CAN Social Impact Summer Experience Symposium Showcases Impactful Student Research Campus News Sep 14, 2023 Northwestern, UChicago to receive $50 million to study life sciences using mathematics Past Event Dec 14, 2023 Capacity Accelerator Network: ‘Key Perspectives on Building Data for Social Impact Capacity in Higher Ed’",34816810ffe491f5b9b8826986cb2d4c6203cee6ec0eb93535752533b8b4be37
def36288f3-0000,https://datascience.uchicago.edu/news/2020-cdac-summer-lab-kicks-off-with-37-student-researchers/,2020 CDAC Summer Lab Kicks Off with 37 Student Researchers,news,generic,,0,"Each year, the Center for Data and Computing Summer Lab provides dozens of undergraduate and high school students with a paid, in-person opportunity to experience immersive research in data science and other computational approaches. This year…the “in-person” part didn’t seem so wise. But despite its remote format, the 2020 Summer Lab will be the biggest edition yet, with 37 students from around the world working as research assistants with 29 faculty or staff mentors, studying applied machine learning and AI, human-computer interaction, computational social science, systems, and much more. Over the next ten weeks, Summer Lab students will contribute to innovative research that bridges data science and computational approaches with applications in physics, archeology, public policy, and many other fields. And they’ll do it from their homes around the United States, Europe, and Asia, meeting virtually with their mentors and peers through a variety of channels and events. “What the program really offers is exposure to cutting-edge, interdisciplinary data and computational science — the entire lifecycle of data science,” said Kyle Chard , Summer Lab program director and research assistant professor with the University of Chicago Department of Computer Science. “Often, this is the first chance these students have to conduct research, and we focus on making sure that they see the opportunities and the excitement of science.” This week, the first half of the student cohort kicked off their summer with an online orientation, the first of many remote events that will preserve the i",146c1e1dba760fa861707135a68dac46fe3baa420d37d30f1f06b529b9e767a1
def36288f3-0001,https://datascience.uchicago.edu/news/2020-cdac-summer-lab-kicks-off-with-37-student-researchers/,2020 CDAC Summer Lab Kicks Off with 37 Student Researchers,news,generic,,1,"mportant community aspect of the program. Students will engage in workshops, weekly panels and talks, and even trivia nights and scavenger hunts. “The real success that we enjoyed last year was seeing students really come into their own through research and participating in the cohort,” said Katherine Rosengarten, CDAC administrative specialist and co-organizer of Summer Lab. “The cohort isn’t something that you can make happen; you can only help build and foster it, and we do that through a balance of exciting, rigorous research work and community-based fun.” For the first time, the students will also participate in an “on-ramp” technical workshop, presented in partnership with The Carpentries , and communicate via a program Slack channel, sharing knowledge and experiences across multiple time zones. “We’ve learned in the past that the students learn as much from their peers as they do from their mentors, so I think that’s a particularly strong part of this program,” Chard said. This year’s class of 37 builds upon last year’s cohort of 28 students in the inaugural year of the CDAC Summer Lab (the program succeeded the Computation Institute summer research program, started in 2012). Like last year, the group is over half women and minorities underrepresented in computer science — which the team credited to expanded efforts to reach a broad range of students and schools and encourage all to apply, regardless of prior research experience. The outreach was a success, generating more than 300 applications, three times higher than 2019.",7065eaf8e8e97be94927c34473a899a31a1865998505844f780203b48d664724
